"respname"	"contrast"	"diff"	"lwr"	"upr"	"p.adj"
"Soil moisture (%)"	"5-2"	"1.658"	"-2.69768382528116"	"6.01368382528116"	"0.753926436992648"
"Soil moisture (%)"	"5-4"	"-0.553793103448271"	"-4.94686545848703"	"3.83927925159049"	"0.987677713703047"
"Soil moisture (%)"	"P-N"	"0.226828947368432"	"-2.63181106619091"	"3.08546896092777"	"0.980619661441811"
"Soil moisture (%)"	"S-N"	"-7.69957489878543"	"-10.5760142520319"	"-4.82313554553893"	"1.31763002730878e-08"
"Soil moisture (%)"	"S-P"	"-7.92640384615386"	"-10.7661871894435"	"-5.08662050286426"	"3.53309592693307e-09"
"Soil moisture (%)"	"1_P-1_N"	"0.666999999999987"	"-7.32573341073198"	"8.65973341073196"	"0.999999994165394"
"Soil moisture (%)"	"1_S-1_N"	"-10.062"	"-18.054733410732"	"-2.06926658926803"	"0.00303054792402835"
"Soil moisture (%)"	"2_N-1_N"	"0.212999999999994"	"-7.77973341073197"	"8.20573341073196"	"1"
"Soil moisture (%)"	"2_P-1_N"	"-1.54600000000001"	"-9.53873341073198"	"6.44673341073196"	"0.999959145451132"
"Soil moisture (%)"	"2_S-1_N"	"-11.981"	"-19.973733410732"	"-3.98826658926804"	"0.000135346893615607"
"Soil moisture (%)"	"4_N-1_N"	"0.554999999999993"	"-7.43773341073198"	"8.54773341073196"	"0.999999999205584"
"Soil moisture (%)"	"4_P-1_N"	"0.356999999999999"	"-7.63573341073197"	"8.34973341073197"	"0.999999999993639"
"Soil moisture (%)"	"4_S-1_N"	"-8.18666666666668"	"-16.3743734461704"	"0.00104011283705141"	"0.0500600422226144"
"Soil moisture (%)"	"5_N-1_N"	"-3.49100000000001"	"-11.483733410732"	"4.50173341073195"	"0.947818032158221"
"Soil moisture (%)"	"5_P-1_N"	"-1.43700000000001"	"-9.42973341073198"	"6.55573341073196"	"0.999980495967339"
"Soil moisture (%)"	"5_S-1_N"	"-3.41200000000001"	"-11.404733410732"	"4.58073341073196"	"0.955452753150657"
"Soil moisture (%)"	"1_S-1_P"	"-10.729"	"-18.2646213265931"	"-3.19337867340684"	"0.000374226290990043"
"Soil moisture (%)"	"2_N-1_P"	"-0.453999999999994"	"-7.98962132659314"	"7.08162132659315"	"0.999999999830763"
"Soil moisture (%)"	"2_P-1_P"	"-2.21299999999999"	"-9.74862132659314"	"5.32262132659315"	"0.997796591585561"
"Soil moisture (%)"	"2_S-1_P"	"-12.648"	"-20.1836213265931"	"-5.11237867340685"	"1.04779231065999e-05"
"Soil moisture (%)"	"4_N-1_P"	"-0.111999999999995"	"-7.64762132659314"	"7.42362132659315"	"1"
"Soil moisture (%)"	"4_P-1_P"	"-0.309999999999988"	"-7.84562132659313"	"7.22562132659316"	"0.999999999997476"
"Soil moisture (%)"	"4_S-1_P"	"-8.85366666666667"	"-16.5957816044537"	"-1.1115517288796"	"0.0114699006623818"
"Soil moisture (%)"	"5_N-1_P"	"-4.158"	"-11.6936213265931"	"3.37762132659314"	"0.789430563456266"
"Soil moisture (%)"	"5_P-1_P"	"-2.104"	"-9.63962132659314"	"5.43162132659315"	"0.998601936543718"
"Soil moisture (%)"	"5_S-1_P"	"-4.07899999999999"	"-11.6146213265931"	"3.45662132659315"	"0.809119667808319"
"Soil moisture (%)"	"2_N-1_S"	"10.275"	"2.73937867340685"	"17.8106213265931"	"0.000822559237751319"
"Soil moisture (%)"	"2_P-1_S"	"8.51599999999999"	"0.980378673406847"	"16.0516213265931"	"0.013291574597056"
"Soil moisture (%)"	"2_S-1_S"	"-1.91900000000001"	"-9.45462132659316"	"5.61662132659313"	"0.999403308405597"
"Soil moisture (%)"	"4_N-1_S"	"10.617"	"3.08137867340685"	"18.1526213265931"	"0.00045553614501459"
"Soil moisture (%)"	"4_P-1_S"	"10.419"	"2.88337867340685"	"17.9546213265931"	"0.000642498713883111"
"Soil moisture (%)"	"4_S-1_S"	"1.87533333333332"	"-5.86678160445376"	"9.61744827112039"	"0.99962854286918"
"Soil moisture (%)"	"5_N-1_S"	"6.57099999999998"	"-0.964621326593161"	"14.1066213265931"	"0.150911467513945"
"Soil moisture (%)"	"5_P-1_S"	"8.62499999999999"	"1.08937867340684"	"16.1606213265931"	"0.0113453148239988"
"Soil moisture (%)"	"5_S-1_S"	"6.64999999999999"	"-0.885621326593153"	"14.1856213265931"	"0.13901198977007"
"Soil moisture (%)"	"2_P-2_N"	"-1.759"	"-9.29462132659314"	"5.77662132659314"	"0.999739519500696"
"Soil moisture (%)"	"2_S-2_N"	"-12.194"	"-19.7296213265931"	"-4.65837867340686"	"2.5213366259158e-05"
"Soil moisture (%)"	"4_N-2_N"	"0.341999999999999"	"-7.19362132659315"	"7.87762132659314"	"0.999999999992414"
"Soil moisture (%)"	"4_P-2_N"	"0.144000000000005"	"-7.39162132659314"	"7.67962132659315"	"1"
"Soil moisture (%)"	"4_S-2_N"	"-8.39966666666668"	"-16.1417816044537"	"-0.657551728879604"	"0.0214967326518617"
"Soil moisture (%)"	"5_N-2_N"	"-3.70400000000001"	"-11.2396213265932"	"3.83162132659314"	"0.888688584263128"
"Soil moisture (%)"	"5_P-2_N"	"-1.65000000000001"	"-9.18562132659315"	"5.88562132659314"	"0.999860109149098"
"Soil moisture (%)"	"5_S-2_N"	"-3.625"	"-11.1606213265931"	"3.91062132659314"	"0.902317914383548"
"Soil moisture (%)"	"2_S-2_P"	"-10.435"	"-17.9706213265931"	"-2.89937867340686"	"0.000625001565554784"
"Soil moisture (%)"	"4_N-2_P"	"2.101"	"-5.43462132659315"	"9.63662132659314"	"0.998619973074345"
"Soil moisture (%)"	"4_P-2_P"	"1.90300000000001"	"-5.63262132659314"	"9.43862132659315"	"0.999448511699595"
"Soil moisture (%)"	"4_S-2_P"	"-6.64066666666668"	"-14.3827816044537"	"1.1014482711204"	"0.168318105102268"
"Soil moisture (%)"	"5_N-2_P"	"-1.94500000000001"	"-9.48062132659315"	"5.59062132659314"	"0.999323058043566"
"Soil moisture (%)"	"5_P-2_P"	"0.108999999999995"	"-7.42662132659315"	"7.64462132659314"	"1"
"Soil moisture (%)"	"5_S-2_P"	"-1.866"	"-9.40162132659314"	"5.66962132659314"	"0.999541908623061"
"Soil moisture (%)"	"4_N-2_S"	"12.536"	"5.00037867340686"	"20.0716213265931"	"1.30339837829396e-05"
"Soil moisture (%)"	"4_P-2_S"	"12.338"	"4.80237867340686"	"19.8736213265932"	"1.91216183398346e-05"
"Soil moisture (%)"	"4_S-2_S"	"3.79433333333333"	"-3.94778160445374"	"11.5364482711204"	"0.890629571663377"
"Soil moisture (%)"	"5_N-2_S"	"8.48999999999999"	"0.95437867340685"	"16.0256213265931"	"0.0137989113582987"
"Soil moisture (%)"	"5_P-2_S"	"10.544"	"3.00837867340685"	"18.0796213265931"	"0.000517400996197126"
"Soil moisture (%)"	"5_S-2_S"	"8.569"	"1.03337867340686"	"16.1046213265931"	"0.0123099042452544"
"Soil moisture (%)"	"4_P-4_N"	"-0.197999999999993"	"-7.73362132659314"	"7.33762132659315"	"1"
"Soil moisture (%)"	"4_S-4_N"	"-8.74166666666667"	"-16.4837816044537"	"-0.999551728879602"	"0.013435878243297"
"Soil moisture (%)"	"5_N-4_N"	"-4.04600000000001"	"-11.5816213265932"	"3.48962132659314"	"0.817062600628196"
"Soil moisture (%)"	"5_P-4_N"	"-1.992"	"-9.52762132659315"	"5.54362132659314"	"0.999154362104533"
"Soil moisture (%)"	"5_S-4_N"	"-3.967"	"-11.5026213265931"	"3.56862132659315"	"0.835371543756039"
"Soil moisture (%)"	"4_S-4_P"	"-8.54366666666668"	"-16.2857816044538"	"-0.801551728879609"	"0.017680659387425"
"Soil moisture (%)"	"5_N-4_P"	"-3.84800000000001"	"-11.3836213265932"	"3.68762132659313"	"0.860987522773452"
"Soil moisture (%)"	"5_P-4_P"	"-1.79400000000001"	"-9.32962132659316"	"5.74162132659313"	"0.999685202589341"
"Soil moisture (%)"	"5_S-4_P"	"-3.76900000000001"	"-11.3046213265931"	"3.76662132659314"	"0.876639202633779"
"Soil moisture (%)"	"5_N-4_S"	"4.69566666666667"	"-3.0464482711204"	"12.4377816044537"	"0.673803204481437"
"Soil moisture (%)"	"5_P-4_S"	"6.74966666666667"	"-0.992448271120402"	"14.4917816044537"	"0.151122425760473"
"Soil moisture (%)"	"5_S-4_S"	"4.77466666666668"	"-2.9674482711204"	"12.5167816044537"	"0.650482043934164"
"Soil moisture (%)"	"5_P-5_N"	"2.054"	"-5.48162132659314"	"9.58962132659315"	"0.998877819874445"
"Soil moisture (%)"	"5_S-5_N"	"0.0790000000000077"	"-7.45662132659314"	"7.61462132659315"	"1"
"Soil moisture (%)"	"5_S-5_P"	"-1.97499999999999"	"-9.51062132659314"	"5.56062132659315"	"0.999219114729452"
"Nitrate (ugN/G)"	"2-1"	"-1.89971809523809"	"-12.057808754661"	"8.2583725641848"	"0.961697296992186"
"Nitrate (ugN/G)"	"4-1"	"0.986735467980296"	"-9.25555631753555"	"11.2290272534961"	"0.994404733265916"
"Nitrate (ugN/G)"	"5-1"	"2.37179857142857"	"-7.78629208799432"	"12.5298892308515"	"0.929076700798259"
"Nitrate (ugN/G)"	"4-2"	"2.88645356321839"	"-7.18064012368303"	"12.9535472501198"	"0.877479725778582"
"Nitrate (ugN/G)"	"5-2"	"4.27151666666666"	"-5.70989806904388"	"14.2529314023772"	"0.680494631042071"
"Nitrate (ugN/G)"	"5-4"	"1.38506310344828"	"-8.68203058345314"	"11.4521567903497"	"0.984105988944187"
"Nitrate (ugN/G)"	"P-N"	"-3.2541827631579"	"-10.8128091881238"	"4.30444366180804"	"0.564321238817454"
"Nitrate (ugN/G)"	"S-N"	"-11.2971629554656"	"-18.9028532145163"	"-3.69147269641487"	"0.00174297207053653"
"Nitrate (ugN/G)"	"S-P"	"-8.0429801923077"	"-15.5517470597527"	"-0.534213324862693"	"0.0327255353722401"
"Nitrate (ugN/G)"	"1_P-1_N"	"-4.5003575"	"-27.3595975219645"	"18.3588825219645"	"0.999951224463538"
"Nitrate (ugN/G)"	"1_S-1_N"	"-15.8275475"	"-38.6867875219645"	"7.03169252196449"	"0.473095461931956"
"Nitrate (ugN/G)"	"2_N-1_N"	"-3.9614975"	"-26.8207375219645"	"18.8977425219645"	"0.999986595593662"
"Nitrate (ugN/G)"	"2_P-1_N"	"-9.8109575"	"-32.6701975219645"	"13.0482825219645"	"0.953751175611184"
"Nitrate (ugN/G)"	"2_S-1_N"	"-13.7065975"	"-36.5658375219645"	"9.15264252196449"	"0.689337437174583"
"Nitrate (ugN/G)"	"4_N-1_N"	"-3.9914275"	"-26.8506675219645"	"18.8678125219645"	"0.999985523201067"
"Nitrate (ugN/G)"	"4_P-1_N"	"-1.70442750000001"	"-24.5636675219645"	"21.1548125219645"	"0.999999998278284"
"Nitrate (ugN/G)"	"4_S-1_N"	"-13.8850152777778"	"-37.3018796824923"	"9.53184912693671"	"0.704115356934732"
"Nitrate (ugN/G)"	"5_N-1_N"	"0.291812499999992"	"-22.5674275219645"	"23.1510525219645"	"1"
"Nitrate (ugN/G)"	"5_P-1_N"	"-5.06531750000001"	"-27.9245575219645"	"17.7939225219645"	"0.999842799960885"
"Nitrate (ugN/G)"	"5_S-1_N"	"-9.8909975"	"-32.7502375219645"	"12.9682425219645"	"0.951074545812472"
"Nitrate (ugN/G)"	"1_S-1_P"	"-11.32719"	"-32.8790881764027"	"10.2247081764027"	"0.836820868108468"
"Nitrate (ugN/G)"	"2_N-1_P"	"0.538860000000003"	"-21.0130381764027"	"22.0907581764027"	"1"
"Nitrate (ugN/G)"	"2_P-1_P"	"-5.3106"	"-26.8624981764027"	"16.2412981764027"	"0.999562775081585"
"Nitrate (ugN/G)"	"2_S-1_P"	"-9.20624"	"-30.7581381764027"	"12.3456581764027"	"0.955249475835925"
"Nitrate (ugN/G)"	"4_N-1_P"	"0.508930000000007"	"-21.0429681764027"	"22.0608281764027"	"1"
"Nitrate (ugN/G)"	"4_P-1_P"	"2.79592999999999"	"-18.7559681764027"	"24.3478281764027"	"0.999999342588464"
"Nitrate (ugN/G)"	"4_S-1_P"	"-9.38465777777778"	"-31.5271282626408"	"12.7578127070853"	"0.95764177844267"
"Nitrate (ugN/G)"	"5_N-1_P"	"4.79217"	"-16.7597281764027"	"26.3440681764027"	"0.999837402380326"
"Nitrate (ugN/G)"	"5_P-1_P"	"-0.564960000000003"	"-22.1168581764027"	"20.9869381764027"	"1"
"Nitrate (ugN/G)"	"5_S-1_P"	"-5.39064"	"-26.9425381764027"	"16.1612581764027"	"0.999496224203967"
"Nitrate (ugN/G)"	"2_N-1_S"	"11.86605"	"-9.68584817640269"	"33.4179481764027"	"0.791729306911189"
"Nitrate (ugN/G)"	"2_P-1_S"	"6.01659"	"-15.5353081764027"	"27.5684881764027"	"0.998603744736806"
"Nitrate (ugN/G)"	"2_S-1_S"	"2.12095"	"-19.4309481764027"	"23.6728481764027"	"0.999999965461651"
"Nitrate (ugN/G)"	"4_N-1_S"	"11.83612"	"-9.71577817640268"	"33.3880181764027"	"0.794376873724451"
"Nitrate (ugN/G)"	"4_P-1_S"	"14.12312"	"-7.42877817640269"	"35.6750181764027"	"0.559997867875274"
"Nitrate (ugN/G)"	"4_S-1_S"	"1.94253222222222"	"-20.1999382626408"	"24.0850027070853"	"0.999999989984516"
"Nitrate (ugN/G)"	"5_N-1_S"	"16.11936"	"-5.43253817640269"	"37.6712581764027"	"0.351470663331754"
"Nitrate (ugN/G)"	"5_P-1_S"	"10.76223"	"-10.7896681764027"	"32.3141281764027"	"0.877780319827278"
"Nitrate (ugN/G)"	"5_S-1_S"	"5.93655"	"-15.6153481764027"	"27.4884481764027"	"0.998764306591241"
"Nitrate (ugN/G)"	"2_P-2_N"	"-5.84946"	"-27.4013581764027"	"15.7024381764027"	"0.998920916512039"
"Nitrate (ugN/G)"	"2_S-2_N"	"-9.7451"	"-31.2969981764027"	"11.8067981764027"	"0.934151046113735"
"Nitrate (ugN/G)"	"4_N-2_N"	"-0.0299299999999967"	"-21.5818281764027"	"21.5219681764027"	"1"
"Nitrate (ugN/G)"	"4_P-2_N"	"2.25706999999999"	"-19.2948281764027"	"23.8089681764027"	"0.999999932673997"
"Nitrate (ugN/G)"	"4_S-2_N"	"-9.92351777777778"	"-32.0659882626408"	"12.2189527070853"	"0.937917576928897"
"Nitrate (ugN/G)"	"5_N-2_N"	"4.25330999999999"	"-17.2985881764027"	"25.8052081764027"	"0.999950021919085"
"Nitrate (ugN/G)"	"5_P-2_N"	"-1.10382000000001"	"-22.6557181764027"	"20.4480781764027"	"0.999999999971298"
"Nitrate (ugN/G)"	"5_S-2_N"	"-5.9295"	"-27.4813981764027"	"15.6223981764027"	"0.99877766440677"
"Nitrate (ugN/G)"	"2_S-2_P"	"-3.89564"	"-25.4475381764027"	"17.6562581764027"	"0.99997940133871"
"Nitrate (ugN/G)"	"4_N-2_P"	"5.81953"	"-15.7323681764027"	"27.3714281764027"	"0.998970678171752"
"Nitrate (ugN/G)"	"4_P-2_P"	"8.10652999999999"	"-13.4453681764027"	"29.6584281764027"	"0.982501814110137"
"Nitrate (ugN/G)"	"4_S-2_P"	"-4.07405777777778"	"-26.2165282626408"	"18.0684127070853"	"0.99997533497463"
"Nitrate (ugN/G)"	"5_N-2_P"	"10.10277"	"-11.4491281764027"	"31.6546681764027"	"0.916872691472132"
"Nitrate (ugN/G)"	"5_P-2_P"	"4.74563999999999"	"-16.8062581764027"	"26.2975381764027"	"0.999852186326839"
"Nitrate (ugN/G)"	"5_S-2_P"	"-0.0800400000000039"	"-21.6319381764027"	"21.4718581764027"	"1"
"Nitrate (ugN/G)"	"4_N-2_S"	"9.71517"	"-11.8367281764027"	"31.2670681764027"	"0.935475300753091"
"Nitrate (ugN/G)"	"4_P-2_S"	"12.00217"	"-9.5497281764027"	"33.5540681764027"	"0.779489645551676"
"Nitrate (ugN/G)"	"4_S-2_S"	"-0.178417777777781"	"-22.3208882626408"	"21.9640527070853"	"1"
"Nitrate (ugN/G)"	"5_N-2_S"	"13.99841"	"-7.55348817640269"	"35.5503081764027"	"0.573675386825834"
"Nitrate (ugN/G)"	"5_P-2_S"	"8.64127999999999"	"-12.9106181764027"	"30.1931781764027"	"0.971612211797024"
"Nitrate (ugN/G)"	"5_S-2_S"	"3.8156"	"-17.7362981764027"	"25.3674981764027"	"0.999983326082582"
"Nitrate (ugN/G)"	"4_P-4_N"	"2.28699999999999"	"-19.2648981764027"	"23.8388981764027"	"0.999999922472581"
"Nitrate (ugN/G)"	"4_S-4_N"	"-9.89358777777779"	"-32.0360582626408"	"12.2488827070853"	"0.939155271706957"
"Nitrate (ugN/G)"	"5_N-4_N"	"4.28323999999999"	"-17.2686581764027"	"25.8351381764027"	"0.999946389698002"
"Nitrate (ugN/G)"	"5_P-4_N"	"-1.07389000000001"	"-22.6257881764027"	"20.4780081764027"	"0.999999999978773"
"Nitrate (ugN/G)"	"5_S-4_N"	"-5.89957000000001"	"-27.4514681764027"	"15.6523281764027"	"0.998833015924033"
"Nitrate (ugN/G)"	"4_S-4_P"	"-12.1805877777778"	"-34.3230582626408"	"9.96188270708527"	"0.792645463438582"
"Nitrate (ugN/G)"	"5_N-4_P"	"1.99624"	"-19.5556581764027"	"23.5481381764027"	"0.999999982007705"
"Nitrate (ugN/G)"	"5_P-4_P"	"-3.36089"	"-24.9127881764027"	"18.1910081764027"	"0.999995481452968"
"Nitrate (ugN/G)"	"5_S-4_P"	"-8.18657"	"-29.7384681764027"	"13.3653281764027"	"0.981120972547209"
"Nitrate (ugN/G)"	"5_N-4_S"	"14.1768277777778"	"-7.96564270708527"	"36.3192982626408"	"0.59554317597287"
"Nitrate (ugN/G)"	"5_P-4_S"	"8.81969777777778"	"-13.3227727070853"	"30.9621682626408"	"0.972965645255685"
"Nitrate (ugN/G)"	"5_S-4_S"	"3.99401777777778"	"-18.1484527070853"	"26.1364882626408"	"0.999979835232639"
