expt	potid	bk	comptrt	densitytrt	mivi	pavi	sobi	weed	total	percmivi	percpavi	percsobi	percweed	miviind	paviind	sobiind	mivipot	pavipot	sobipot	miviperind	paviperind	sobiperind	nhdi	nodi	totdi	percnodi	ammonifd	nitrifd	minzd	hdate	soilmoi	weedpres
E4	119	8	S	L1	4.86	NA	81.29	0	86.15	6	0	94	0	5	0	1	83	0	17	0.97	NA	81.29	6.4325	36.0072	42.4398	84.8431	0.0166	0.0853	0.1018	7/22/11	70.48	W
E4	135	9	S	L1	7.88	NA	77.02	0	84.9	9	0	91	0	5	0	1	83	0	17	1.58	NA	77.02	3.7386	20.2161	23.9547	84.3929	0.0119	-0.0131	-0.0011	7/27/11	65.26	NW
E4	151	10	S	L1	13.05	NA	63.14	0	76.19	17	0	83	0	5	0	1	83	0	17	2.61	NA	63.14	3.7328	13.0639	16.7967	77.7768	0.0129	-0.0366	-0.0237	7/27/11	79.37	W
E4	8	1	S	L2	2.54	NA	51.27	0	53.81	5	0	95	0	4	0	2	67	0	33	0.64	NA	25.64	3.7272	15.061	18.7883	80.162	0.0098	-0.0477	-0.0379	7/16/11	74.47	NW
E4	24	2	S	L2	1.33	NA	46.13	0	47.46	3	0	97	0	4	0	2	67	0	33	0.33	NA	23.07	24.9277	19.5023	44.4301	43.8945	0.0839	-0.4351	-0.3512	7/16/11	77.99	NW
E4	40	3	S	L2	2.53	NA	63.31	0	65.84	4	0	96	0	4	0	2	67	0	33	0.63	NA	31.66	5.5585	13.7382	19.2967	71.1945	0.019	-0.0156	0.0035	7/18/11	78.07	NW
E4	56	4	S	L2	5.36	NA	62.03	0	67.39	8	0	92	0	4	0	2	67	0	33	1.34	NA	31.02	17.6324	23.5606	41.193	57.1957	0.051	-0.0255	0.0255	7/19/11	75.21	W
E4	72	5	S	L2	2.62	NA	55.65	0	58.27	4	0	96	0	4	0	2	67	0	33	0.66	NA	27.83	14.1916	17.468	31.6596	55.1746	0.0474	-0.0636	-0.0162	7/20/11	73.98	NW
E4	88	6	S	L2	2.86	NA	89.15	0	92.01	3	0	97	0	4	0	2	67	0	33	0.72	NA	44.58	2.0076	25.4942	27.5018	92.7	0.0049	0.0656	0.0705	7/20/11	52.26	W
E4	104	7	S	L2	4.55	NA	60.7	0	65.25	7	0	93	0	4	0	2	67	0	33	1.14	NA	30.35	6.1026	48.6963	54.7989	88.8636	0.0121	0.1034	0.1155	7/22/11	77.14	NW
E4	120	8	S	L2	4.09	NA	115.58	0	119.67	3	0	97	0	4	0	2	67	0	33	1.02	NA	57.79	1.2879	25.3606	26.6485	95.1669	0.0009	0.0632	0.0642	7/22/11	64.63	NW
E4	136	9	S	L2	0.61	NA	103.63	0	104.24	1	0	99	0	4	0	2	67	0	33	0.15	NA	51.82	0.9956	4.0331	5.0287	80.2012	0.0033	-0.0506	-0.0473	7/27/11	63.84	NW
E4	152	10	S	L2	1.52	NA	68.56	0	70.08	2	0	98	0	4	0	2	67	0	33	0.38	NA	34.28	4.1496	0.0163	4.1659	0.3908	0.0143	-0.0292	-0.0148	7/27/11	75.43	NW
E4	9	1	S	L3	0.53	NA	63.23	0	63.76	1	0	99	0	2	0	4	33	0	67	0.27	NA	15.81	12.8452	23.8076	36.6528	64.9544	0.0427	0.0124	0.0551	7/16/11	72.31	W
E4	25	2	S	L3	0.51	NA	78.1	0	78.61	1	0	99	0	2	0	4	33	0	67	0.26	NA	19.53	3.7734	20.9139	24.6874	84.7152	0.0096	-0.2215	-0.212	7/16/11	77.78	NW
E4	41	3	S	L3	1.19	NA	60.04	0.25	61.48	2	0	98	0	2	0	4	33	0	67	0.6	NA	15.01	2.1873	10.3418	12.5292	82.5419	0.0031	-0.057	-0.0539	7/18/11	58.41	W
E4	57	4	S	L3	0.45	NA	99.51	0	99.96	0	0	100	0	2	0	4	33	0	67	0.23	NA	24.88	11.2306	24.0096	35.2401	68.1314	0.0337	0.0502	0.0839	7/19/11	64.94	NW
E4	73	5	S	L3	0.75	NA	68.79	0.05	69.59	1	0	99	0	2	0	4	33	0	67	0.38	NA	17.2	1.447	13.1807	14.6277	90.1075	-0.0003	0.0193	0.019	7/20/11	54.96	W
E4	89	6	S	L3	0.67	NA	80.51	0	81.18	1	0	99	0	2	0	4	33	0	67	0.34	NA	20.13	5.9103	48.0526	53.9629	89.0474	0.0132	0.0209	0.0341	7/20/11	74.81	NW
E4	105	7	S	L3	0.57	NA	122.08	0	122.65	0	0	100	0	2	0	4	33	0	67	0.29	NA	30.52	12.8691	29.9182	42.7872	69.9231	0.0383	0.0664	0.1046	7/22/11	64.32	W
E4	121	8	S	L3	0.54	NA	115.21	0	115.75	0	0	100	0	2	0	4	33	0	67	0.27	NA	28.8	1.8074	28.5504	30.3578	94.0464	-0.0003	0.0704	0.07	7/22/11	64.65	NW
E4	137	9	S	L3	0.58	NA	110.74	0	111.32	1	0	99	0	2	0	4	33	0	67	0.29	NA	27.69	0.3758	5.2015	5.5773	93.2622	-0.0012	-0.0085	-0.0097	7/27/11	65.45	NW
E4	153	10	S	L3	0.35	NA	90.53	0	90.88	0	0	100	0	2	0	4	33	0	67	0.18	NA	22.63	2.5906	12.1571	14.7477	82.4336	0.0087	0.0418	0.0505	7/27/11	72.86	NW
E4	10	1	S	L4	1.01	NA	68.25	0	69.26	1	0	99	0	1	0	5	17	0	83	1.01	NA	13.65	3.7447	10.3303	14.075	73.3949	0.0116	-0.0567	-0.045	7/16/11	70.09	NW
E4	26	2	S	L4	0.11	NA	55.1	0	55.21	0	0	100	0	1	0	5	17	0	83	0.11	NA	11.02	16.6771	16.2694	32.9464	49.3813	0.0569	-0.2004	-0.1435	7/16/11	78.82	W
E4	42	3	S	L4	0.35	NA	78.06	0	78.41	0	0	100	0	1	0	5	17	0	83	0.35	NA	15.61	4.7597	15.1366	19.8963	76.0773	0.013	-0.0111	0.0019	7/18/11	71.24	NW
E4	58	4	S	L4	0.37	NA	83.85	0	84.22	0	0	100	0	1	0	5	17	0	83	0.37	NA	16.77	12.2071	16.855	29.0621	57.9965	0.0404	-0.0162	0.0242	7/19/11	73	NW
E4	74	5	S	L4	0.16	NA	62.67	0	62.83	0	0	100	0	1	0	5	17	0	83	0.16	NA	12.53	6.3161	18.2218	24.5379	74.2597	0.0158	0.0357	0.0515	7/20/11	74.82	NW
E4	90	6	S	L4	0.31	NA	88.37	0	88.68	0	0	100	0	1	0	5	17	0	83	0.31	NA	17.67	7.6089	49.9537	57.5626	86.7815	0.021	0.0357	0.0567	7/20/11	76.98	W
E4	106	7	S	L4	0.03	NA	116.23	0	116.26	0	0	100	0	1	0	5	17	0	83	0.03	NA	23.25	2.391	30.3723	32.7633	92.7023	0.0019	0.0762	0.078	7/22/11	59.26	W
E4	122	8	S	L4	0.33	NA	107.53	0	107.86	0	0	100	0	1	0	5	17	0	83	0.33	NA	21.51	1.3369	23.1775	24.5144	94.5465	0.0005	0.0562	0.0567	7/22/11	52.42	NW
E4	138	9	S	L4	0.81	NA	118.06	0	118.87	1	0	99	0	1	0	5	17	0	83	0.81	NA	23.61	1.2827	5.843	7.1257	81.9985	0.0018	0.0187	0.0205	7/27/11	64.49	W
E4	154	10	S	L4	2.24	NA	75.58	0	77.82	3	0	97	0	1	0	5	17	0	83	2.24	NA	15.12	2.2083	8.7643	10.9725	79.8744	0.0043	-0.005	-0.0007	7/27/11	68.56	NW
E4	11	1	S	L5	0	NA	52.06	0	52.06	0	0	100	0	0	0	6	0	0	100	NA	NA	8.68	2.7665	15.3332	18.0997	84.7152	0.0081	0.0007	0.0088	7/16/11	69.14	NW
E4	27	2	S	L5	0	NA	59.08	0	59.08	0	0	100	0	0	0	6	0	0	100	NA	NA	9.85	3.4664	10.457	13.9234	75.1039	0.0087	-0.0094	-0.0007	7/16/11	75.09	NW
E4	43	3	S	L5	0	NA	60.18	0	60.18	0	0	100	0	0	0	6	0	0	100	NA	NA	10.03	6.6683	16.3722	23.0405	71.0584	0.0219	-0.0299	-0.0081	7/18/11	78.04	NW
E4	59	4	S	L5	0	NA	95.6	0	95.6	0	0	100	0	0	0	6	0	0	100	NA	NA	15.93	12.3493	15.4191	27.7684	55.5276	0.0412	-0.0392	0.002	7/19/11	71.26	NW
E4	75	5	S	L5	0	NA	77.54	0	77.54	0	0	100	0	0	0	6	0	0	100	NA	NA	12.92	3.4109	11.7642	15.1751	77.5233	0.0087	-0.0083	0.0004	7/20/11	49.34	W
E4	91	6	S	L5	0	NA	74.65	0	74.65	0	0	100	0	0	0	6	0	0	100	NA	NA	12.44	2.1197	35.5094	37.6291	94.3669	0.0021	0.1022	0.1044	7/20/11	66.54	W
E4	107	7	S	L5	0	NA	114.61	0	114.61	0	0	100	0	0	0	6	0	0	100	NA	NA	19.1	2.4698	33.1456	35.6154	93.0653	0.0019	0.0786	0.0804	7/22/11	65.31	W
E4	123	8	S	L5	0	NA	115.83	0	115.83	0	0	100	0	0	0	6	0	0	100	NA	NA	19.31	0.8889	21.043	21.9319	95.9468	-0.003	0.0181	0.0151	7/22/11	56.98	NW
E4	139	9	S	L5	0	NA	107.89	0.13	108.02	0	0	100	0	0	0	6	0	0	100	NA	NA	17.98	0.2013	4.169	4.3703	95.3943	-0.003	-0.0104	-0.0134	7/27/11	54.75	W
E4	155	10	S	L5	0	NA	81.01	0	81.01	0	0	100	0	0	0	6	0	0	100	NA	NA	13.5	4.4566	11.6982	16.1548	72.4131	0.0109	-0.119	-0.1081	7/27/11	78.47	W
